广东频道,#genre#
燕双鹰系列,http://159.75.85.63:35455/yy/1457622044?cdn=hwcdn
燕双鹰专场,http://159.75.85.63:35455/yy/23026835?cdn=hwcdn
远去的飞鹰影视剧,http://159.75.85.63:35455/yy/1354930912?cdn=hwcdn
鬼吹灯之云南虫谷,http://159.75.85.63:35455/huya/11352898?cdn=hwcdn
鬼吹灯之怒晴湘西,http://159.75.85.63:35455/huya/11602075?cdn=txcdn
鬼吹灯之怒晴湘西,http://159.75.85.63:35455/huya/11602075?cdn=hwcdn
鬼吹灯之龙岭迷窟,http://159.75.85.63:35455/huya/29465863?cdn=hscdn
鬼吹灯之龙岭迷窟,http://159.75.85.63:35455/huya/29465863?cdn=hwcdn
鬼吹灯之昆仑神宫,http://159.75.85.63:35455/huya/11601957?cdn=txcdn
鬼吹灯之昆仑神宫,http://159.75.85.63:35455/huya/11601957?cdn=hwcdn
鬼吹灯之云南虫谷,http://159.75.85.63:35455/huya/11352898?cdn=txcdn
鬼吹灯之南海归墟,http://159.75.85.63:35455/huya/11352883?cdn=txcdn
鬼吹灯之南海归墟,http://159.75.85.63:35455/huya/11352883?cdn=hwcdn
丛林敢死队国内电影,http://159.75.85.63:35455/yy/1354936214?cdn=hwcdn
末日系列外国电影,http://159.75.85.63:35455/yy/1354889019?cdn=hwcdn
国外科幻片,http://159.75.85.63:35455/yy/1382735585?cdn=hwcdn
碟中谍系列,http://159.75.85.63:35455/yy/1354930181?cdn=hwcdn
风靡全球的谍战片,http://159.75.85.63:35455/yy/1382736817?cdn=hwcdn
国内科幻电影,http://159.75.85.63:35455/yy/1354932444?cdn=hwcdn
国外高分大片,http://159.75.85.63:35455/yy/1382736867?cdn=hwcdn
国外动作片,http://159.75.85.63:35455/yy/1382749913?cdn=hwcdn
星爷,http://159.75.85.63:35455/huya/11342412?cdn=hwcdn
英叔,http://159.75.85.63:35455/huya/11342421?cdn=hwcdn
发哥,http://159.75.85.63:35455/huya/11342387?cdn=hwcdn
成龙,http://159.75.85.63:35455/huya/11342386?cdn=hwcdn
王晶,http://159.75.85.63:35455/huya/11602058?cdn=hwcdn
沈腾,http://159.75.85.63:35455/huya/11601968?cdn=hwcdn
黄渤,http://159.75.85.63:35455/huya/11352876?cdn=hwcdn
强森,http://159.75.85.63:35455/huya/21059581?cdn=hwcdn
漫威,http://159.75.85.63:35455/huya/11602034?cdn=hwcdn
宇宙,http://159.75.85.63:35455/huya/11342428?cdn=hwcdn
怪兽,http://159.75.85.63:35455/huya/21059577?cdn=hwcdn
武侠,http://159.75.85.63:35455/huya/11342427?cdn=hwcdn
警匪,http://159.75.85.63:35455/huya/11352886?cdn=hwcdn
罪犯,http://159.75.85.63:35455/huya/11352962?cdn=hwcdn
枪战,http://159.75.85.63:35455/huya/21059579?cdn=hwcdn
海盗,http://159.75.85.63:35455/huya/21059595?cdn=hwcdn
赛车,http://159.75.85.63:35455/huya/11279247?cdn=hwcdn
推荐,http://159.75.85.63:35455/huya/11602041?cdn=hwcdn
救援,http://159.75.85.63:35455/huya/21059594?cdn=hwcdn
热血,http://159.75.85.63:35455/huya/11352934?cdn=hwcdn
盗墓,http://159.75.85.63:35455/huya/21059552?cdn=hwcdn
贺岁,http://159.75.85.63:35455/huya/11601971?cdn=hwcdn
玄幻,http://159.75.85.63:35455/huya/11342414?cdn=hwcdn
谍战,http://159.75.85.63:35455/huya/21059585?cdn=hwcdn
战争,http://159.75.85.63:35455/huya/21059592?cdn=hwcdn
喜剧,http://159.75.85.63:35455/huya/11352877?cdn=hwcdn
港片,http://159.75.85.63:35455/huya/11602043?cdn=hwcdn
国产,http://159.75.85.63:35455/huya/11352973?cdn=hwcdn
周星星,http://159.75.85.63:35455/huya/11336587?cdn=hwcdn
李连杰,http://159.75.85.63:35455/huya/11342390?cdn=hwcdn
洪金宝,http://159.75.85.63:35455/huya/11279251?cdn=hwcdn
梁家辉,http://159.75.85.63:35455/huya/11342429?cdn=hwcdn
许冠英,http://159.75.85.63:35455/huya/11601972?cdn=hwcdn
刘德华,http://159.75.85.63:35455/huya/11342424?cdn=hwcdn
斯坦森,http://159.75.85.63:35455/huya/21059588?cdn=hwcdn
八点档,http://159.75.85.63:35455/huya/880261?cdn=hwcdn
蜘蛛侠,http://159.75.85.63:35455/huya/21059599?cdn=hwcdn
贺岁片,http://159.75.85.63:35455/huya/11601986?cdn=hwcdn
功夫片,http://159.75.85.63:35455/huya/11352941?cdn=hwcdn
黑帮片,http://159.75.85.63:35455/huya/11336719?cdn=hwcdn
丧尸片,http://159.75.85.63:35455/huya/21059578?cdn=hwcdn
灾难片,http://159.75.85.63:35455/huya/11602075?cdn=hwcdn
谍战片,http://159.75.85.63:35455/huya/21059587?cdn=hwcdn
战争片,http://159.75.85.63:35455/huya/21059574?cdn=hwcdn
犯罪片,http://159.75.85.63:35455/huya/11352974?cdn=hwcdn
古装片,http://159.75.85.63:35455/huya/11336590?cdn=hwcdn
高分动作,http://159.75.85.63:35455/huya/11352884?cdn=hwcdn
动作电影,http://159.75.85.63:35455/huya/11602077?cdn=hwcdn
搞笑喜剧,http://159.75.85.63:35455/huya/11342423?cdn=hwcdn
喜剧专场,http://159.75.85.63:35455/huya/11602044?cdn=hwcdn
欢笑影院,http://159.75.85.63:35455/huya/11352894?cdn=hwcdn
不挤影院,http://159.75.85.63:35455/huya/11352897?cdn=hwcdn
国产悬疑,http://159.75.85.63:35455/huya/11342395?cdn=hwcdn
快意江湖,http://159.75.85.63:35455/huya/11342435?cdn=hwcdn
黑帮斗争,http://159.75.85.63:35455/huya/11342419?cdn=hwcdn
古墓系列,http://159.75.85.63:35455/huya/11352913?cdn=hwcdn
嫣然影厅,http://159.75.85.63:35455/huya/11601977?cdn=hwcdn
女神系列,http://159.75.85.63:35455/huya/11336571?cdn=hwcdn
许氏三杰,http://159.75.85.63:35455/huya/11602033?cdn=hwcdn
经典港片,http://159.75.85.63:35455/huya/11352965?cdn=hwcdn
镖行天下,http://159.75.85.63:35455/huya/11352969?cdn=hwcdn
喜乐影院,http://159.75.85.63:35455/huya/21059580?cdn=hwcdn
蘑菇影厅,http://159.75.85.63:35455/huya/11601981?cdn=hwcdn
死神来了,http://159.75.85.63:35455/huya/11352903?cdn=hwcdn
变形金刚,http://159.75.85.63:35455/huya/21059596?cdn=hwcdn
怪兽系列,http://159.75.85.63:35455/huya/21059554?cdn=hwcdn
陈翔六点半,http://159.75.85.63:35455/huya/11274154?cdn=hwcdn
电影狂人,http://159.75.85.63:35455/huya/18715610?cdn=hwcdn
老三国,http://159.75.85.63:35455/huya/11602081?cdn=hwcdn
新三国,http://159.75.85.63:35455/huya/11352944?cdn=hwcdn
新水浒,http://159.75.85.63:35455/huya/11342384?cdn=hwcdn
雍正王朝,http://159.75.85.63:35455/huya/11342439?cdn=hwcdn
埋堆堆 𝟙,http://159.75.85.63:35455/huya/23740156?cdn=hwcdn
埋堆堆 𝟚,http://159.75.85.63:35455/huya/23749096?cdn=hwcdn
埋堆堆 𝟛,http://159.75.85.63:35455/huya/23735126?cdn=hwcdn
埋堆堆 𝟜,http://159.75.85.63:35455/huya/23903123?cdn=hwcdn
埋堆堆 𝟝,http://159.75.85.63:35455/huya/23734169?cdn=hwcdn
埋堆堆 𝟞,http://159.75.85.63:35455/huya/23863804?cdn=hwcdn
埋堆堆 𝟟,http://159.75.85.63:35455/huya/23865080?cdn=hwcdn
埋堆堆 𝟠,http://159.75.85.63:35455/huya/23864973?cdn=hwcdn
埋堆堆 𝟡,http://159.75.85.63:35455/huya/23903130?cdn=hwcdn
埋堆堆 𝟙𝟘,http://159.75.85.63:35455/huya/23860039?cdn=hwcdn
埋堆堆 𝟙𝟙,http://159.75.85.63:35455/huya/23903183?cdn=hwcdn
埋堆堆 𝟙𝟚,http://159.75.85.63:35455/huya/23903196?cdn=hwcdn
埋堆堆 𝟙𝟛,http://159.75.85.63:35455/huya/23728674?cdn=hwcdn
埋堆堆 𝟙𝟜,http://159.75.85.63:35455/huya/23865036?cdn=hwcdn
埋堆堆 𝟙𝟝,http://159.75.85.63:35455/huya/23829543?cdn=hwcdn
埋堆堆 𝟙𝟞,http://159.75.85.63:35455/huya/23865161?cdn=hwcdn
埋堆堆 𝟙𝟟,http://159.75.85.63:35455/huya/23865058?cdn=hwcdn
埋堆堆 𝟙𝟠,http://159.75.85.63:35455/huya/23824164?cdn=hwcdn
埋堆堆 𝟙𝟡,http://159.75.85.63:35455/huya/23863796?cdn=hwcdn
埋堆堆 𝟚𝟘,http://159.75.85.63:35455/huya/23734183?cdn=hwcdn
埋堆堆 𝟚𝟙,http://159.75.85.63:35455/huya/23728660?cdn=hwcdn
埋堆堆 𝟚𝟚,http://159.75.85.63:35455/huya/23865142?cdn=hwcdn
埋堆堆 𝟚𝟛,http://159.75.85.63:35455/huya/23734246?cdn=hwcdn
埋堆堆 𝟚𝟜,http://159.75.85.63:35455/huya/23865171?cdn=hwcdn
埋堆堆 𝟚𝟝,http://159.75.85.63:35455/huya/23734256?cdn=hwcdn
埋堆堆 𝟚𝟞,http://159.75.85.63:35455/huya/23749083?cdn=hwcdn
国产电影,http://diyp2.112114.xyz/douyu/5423
恐怖电影,http://diyp2.112114.xyz/douyu/218859
童年阴影,http://diyp2.112114.xyz/douyu/2935323
惊悚电影,http://diyp2.112114.xyz/douyu/96577
刀刀影院,http://diyp2.112114.xyz/douyu/747764
贝爷壹厅,http://diyp2.112114.xyz/douyu/252802
贝爷贰厅,http://diyp2.112114.xyz/douyu/4332
凌儿影院,http://diyp2.112114.xyz/douyu/1377142
橙記港剧,http://diyp2.112114.xyz/douyu/4549169
怡寶影视,http://diyp2.112114.xyz/douyu/434971
圆子影视,http://diyp2.112114.xyz/douyu/6566658
贝贝影视,http://diyp2.112114.xyz/douyu/431460
下饭神剧,http://diyp2.112114.xyz/douyu/276200
古装神剧,http://diyp2.112114.xyz/douyu/338759
酒染影视,http://diyp2.112114.xyz/douyu/7550220
芊珏影视,http://diyp2.112114.xyz/douyu/8814650
热门港剧,http://diyp2.112114.xyz/douyu/5522351
斗鱼电影8,http://diyp2.112114.xyz/douyu/4290711
斗鱼电影10,http://diyp2.112114.xyz/douyu/8475821
斗鱼电影12,http://diyp2.112114.xyz/douyu/2793084
斗鱼电影15,http://diyp2.112114.xyz/douyu/5033502
斗鱼连续剧,http://diyp2.112114.xyz/douyu/7476264
斗鱼电影17,http://diyp2.112114.xyz/douyu/1274132
斗鱼电影HD12,http://diyp2.112114.xyz/douyu/2436390
斗鱼电影HD18,http://diyp2.112114.xyz/douyu/9292492
斗鱼电影HD25,http://diyp2.112114.xyz/douyu/8945323
斗鱼电影HD29,http://diyp2.112114.xyz/douyu/9651304
斗鱼搞笑HD3,http://diyp2.112114.xyz/douyu/9067836
斗鱼搞笑HD4,http://diyp2.112114.xyz/douyu/9817729
斗鱼搞笑HD5,http://diyp2.112114.xyz/douyu/8737695
神乐影片1,http://diyp2.112114.xyz/douyu/122402
神乐影片2,http://diyp2.112114.xyz/douyu/85894
刘德华电影,http://diyp2.112114.xyz/douyu/2516864
豆瓣高分,http://diyp2.112114.xyz/douyu/8770422
贝爷影厅,http://diyp2.112114.xyz/douyu/36337
可乐电影,http://diyp2.112114.xyz/douyu/20415
冰冰经典电影,http://diyp2.112114.xyz/douyu/74374
恐怖经典,http://diyp2.112114.xyz/douyu/1165374
漫威影院,http://diyp2.112114.xyz/douyu/6140589
特辑电影,http://diyp2.112114.xyz/douyu/3637778
经典剧集,http://diyp2.112114.xyz/douyu/2838296
爱情公寓,http://diyp2.112114.xyz/douyu/6863367
李卫当官,http://diyp2.112114.xyz/douyu/7473576
龙门镖局,http://diyp2.112114.xyz/douyu/9650860
雍正帝王,http://diyp2.112114.xyz/douyu/9650836
隋唐演义,http://diyp2.112114.xyz/douyu/7552568
動漫輪播-動漫直播間,http://diyp2.112114.xyz/douyu/1487654
動漫輪播-草帽丶海賊團的直播間,http://diyp2.112114.xyz/douyu/997925
動漫輪播-童年動漫點播,http://diyp2.112114.xyz/douyu/7256376
動漫輪播-淼漫迷,http://diyp2.112114.xyz/douyu/9455567
動漫輪播-超燃懷舊經典,http://diyp2.112114.xyz/douyu/1174353
動漫輪播-搞笑籃球動漫,http://diyp2.112114.xyz/douyu/9401305
動漫輪播-搞笑校園,http://diyp2.112114.xyz/douyu/9429545
音乐1台,http://159.75.85.63:35455/douyu/3870925
音乐2台,http://159.75.85.63:35455/douyu/3186217?cdn=hwcdn
舌尖美食,http://159.75.85.63:35455/douyu/9650849
邵氏影院,http://159.75.85.63:35455/douyu/4246519
朱元璋,http://159.75.85.63:35455/douyu/308752
老三国,http://159.75.85.63:35455/douyu/7459925
新三国,http://159.75.85.63:35455/douyu/5908256
吃米滴虫,http://159.75.85.63:35455/douyu/315457
粤语电影,http://159.75.85.63:35455/douyu/1226741
国产电影,http://159.75.85.63:35455/douyu/5423
恐怖电影,http://159.75.85.63:35455/douyu/218859
童年阴影,http://159.75.85.63:35455/douyu/2935323
惊悚电影,http://159.75.85.63:35455/douyu/96577
粤语影片,http://159.75.85.63:35455/douyu/6566671
刀刀影院,http://159.75.85.63:35455/douyu/747764
贝爷壹厅,http://159.75.85.63:35455/douyu/252802
贝爷贰厅,http://159.75.85.63:35455/douyu/4332
凌儿影院,http://159.75.85.63:35455/douyu/1377142
橙記港剧,http://159.75.85.63:35455/douyu/4549169
怡寶影视,http://159.75.85.63:35455/douyu/434971
圆子影视,http://159.75.85.63:35455/douyu/6566658
贝贝影视,http://159.75.85.63:35455/douyu/431460
下饭神剧,http://159.75.85.63:35455/douyu/276200
古装神剧,http://159.75.85.63:35455/douyu/338759
酒染影视,http://159.75.85.63:35455/douyu/7550220
芊珏影视,http://159.75.85.63:35455/douyu/8814650
热门港剧,http://159.75.85.63:35455/douyu/5522351
斗鱼电影8,http://159.75.85.63:35455/douyu/4290711
斗鱼电影10,http://159.75.85.63:35455/douyu/8475821
斗鱼电影12,http://159.75.85.63:35455/douyu/2793084
斗鱼电影15,http://159.75.85.63:35455/douyu/5033502
斗鱼连续剧,http://159.75.85.63:35455/douyu/7476264
斗鱼电影17,http://159.75.85.63:35455/douyu/1274132
斗鱼电影HD12,http://159.75.85.63:35455/douyu/2436390
斗鱼电影HD18,http://159.75.85.63:35455/douyu/9292492
斗鱼电影HD25,http://159.75.85.63:35455/douyu/8945323
斗鱼电影HD29,http://159.75.85.63:35455/douyu/9651304
斗鱼搞笑HD3,http://159.75.85.63:35455/douyu/9067836
斗鱼搞笑HD4,http://159.75.85.63:35455/douyu/9817729
斗鱼搞笑HD5,http://159.75.85.63:35455/douyu/8737695
神乐影片1,http://159.75.85.63:35455/douyu/122402
神乐影片2,http://159.75.85.63:35455/douyu/85894
刘德华电影,http://159.75.85.63:35455/douyu/2516864
豆瓣高分,http://159.75.85.63:35455/douyu/8770422
贝爷影厅,http://159.75.85.63:35455/douyu/36337
可乐电影,http://159.75.85.63:35455/douyu/20415
冰冰经典电影,http://159.75.85.63:35455/douyu/74374
恐怖经典,http://159.75.85.63:35455/douyu/1165374
漫威影院,http://159.75.85.63:35455/douyu/6140589
特辑电影,http://159.75.85.63:35455/douyu/3637778
经典剧集,http://159.75.85.63:35455/douyu/2838296
爱情公寓,http://159.75.85.63:35455/douyu/6863367
李卫当官,http://159.75.85.63:35455/douyu/7473576
龙门镖局,http://159.75.85.63:35455/douyu/9650860
雍正帝王,http://159.75.85.63:35455/douyu/9650836
隋唐演义,http://159.75.85.63:35455/douyu/7552568
動漫輪播-動漫直播間,http://159.75.85.63:35455/douyu/1487654
動漫輪播-草帽丶海賊團的直播間,http://159.75.85.63:35455/douyu/997925
動漫輪播-童年動漫點播,http://159.75.85.63:35455/douyu/7256376
動漫輪播-淼漫迷,http://159.75.85.63:35455/douyu/9455567
動漫輪播-超燃懷舊經典,http://159.75.85.63:35455/douyu/1174353
動漫輪播-搞笑籃球動漫,http://159.75.85.63:35455/douyu/9401305
動漫輪播-搞笑校園,http://159.75.85.63:35455/douyu/9429545
电影频道,#genre#
CCTV6,http://192.168.1.14:8124/udp/239.77.0.171:5146
CCTV6,http://192.168.1.14:8124/udp/239.77.0.178:5146
淘电影,http://123.118.51.121:8686/udp/239.3.1.250:8001$北京联通
淘剧场,http://123.118.51.121:8686/udp/239.3.1.95:8001$北京联通
重温经典,http://cg12.hunancatv.cn:9090/live/CWJD.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=1503359536318867014&srchost=172.16.22.158:8060&gid=OHehEP1KV9FqguWiPXrX6Q%3D%3D
重温经典,http://live.dxms.top:80/dwy/cwjd.php
重温经典,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
重温经典,http://mtw.so/5NPX0U
CHC影迷电影,http://192.168.1.14:8124/udp/239.77.0.27:5146
CHC动作电影,http://[2001:250:5800:1005::155]:80/liverespath/e0096742f0c5be4c5225cf3c7ab1077177bec05f/index.m3u8
CHC家庭影院,http://[2001:250:5800:1005::155]:80/liverespath/449d51febadb152094085d373b9af94a6ac5f1dd/index.m3u8
CHC影迷电影,http://[2001:250:5800:1005::155]:80/liverespath/bca6167afdef7fc773405c38e695b342c1d1eca0/index.m3u8
1905电影网国内,http://php.jdshipin.com:8880/1905.php?id=1905dy
1905电影网国际,http://php.jdshipin.com:8880/1905.php?id=1905dy2
1905电影网国内,http://yubox.xyz/php/1905.php?id=1905a
1905电影网国际,http://yubox.xyz/php/1905.php?id=1905b
晴天,#genre#
翡翠台,p2p://147.135.39.171:9906/66430d4f000d5d62b0b20b3f5bac56f2
无线新闻台,p2p://147.135.39.171:9906/665fe3b70003d98a2157b5c1769244d0
翡翠台,p2p://147.135.39.171:9906/66430d4f000a06ccb0b20a650b4b5d65
HOY资讯台,p2p://generationnexxxt.com:19806/f40dc92cdc224868b83be4156ec315dc
翡翠台,p2p://generationnexxxt.com:19806/2c1ef45c2c174f5c8df4d049e1cbccfd
无线新闻台,p2p://generationnexxxt.com:19806/132be793de424970abd09ef9fe09db07
now新闻台,p2p://generationnexxxt.com:19806/86a69c6de155405ba916819e2634aa74
now新闻台,p2p://generationnexxxt.com:19806/b9ba3f0b06b14fe69ac2cbf51c77d816
寰宇新闻台,p2p://generationnexxxt.com:19806/33c00ed7adda475f9afe8adbd600bd9a
三立iNEWS,p2p://generationnexxxt.com:19806/6ec25b8c951a47cfb921435fb1968c16
三立iNEWS,p2p://generationnexxxt.com:19806/1d4ae63a90fa4f77b866e6f907a2c82c
三立新闻台,p2p://generationnexxxt.com:19806/27c4d09b970a447dae2ef153650b7ac1
中天亚洲台,p2p://generationnexxxt.com:19806/1279f4aaa3ea4f958ed26b14f1ffeb7e
中天亚洲台,p2p://generationnexxxt.com:19806/6f522fd08aed4ee19dfb8485917faa66
东森亚洲卫视,p2p://generationnexxxt.com:19806/7a269b8d3db44d3993876ad9ca3bd369
华视新闻,p2p://generationnexxxt.com:19806/ad4759ce4ff244efaa766154165e5d39
壹电视新闻台,p2p://generationnexxxt.com:19806/dc5cf9b6bd4a43aa973b9beea88e631b
东森新闻台,p2p://generationnexxxt.com:19806/311e31668d704df7ade8a4d5e745d49b
中天新闻台,p2p://generationnexxxt.com:19806/1180a44e6cef425e826c3e798f7f3ea9
民视新闻台,p2p://generationnexxxt.com:19806/96f9b2974a86449f9a6f881b4e23ca03
TVBS新闻台,p2p://generationnexxxt.com:19806/53f80a10fb054d5ab0649a59980025a9
TVBS,p2p://generationnexxxt.com:19806/5fe15c41a5ed4d5f9262ee28464c45c0
东森新闻台,p2p://generationnexxxt.com:19806/f848bf771436495b9ce252af20bea6e2
三立新闻台,p2p:// Generationnexxxt.com:19806/69427a93f58247d1a31f424cbadc6c4d
东森新闻台,p2p:// Generationnexxxt.com:19806/e9f96143b31a4e869309a60c27c66bc4
TVBS,p2p://generationnexxxt.com:19806/9e185dd6c7dd46edb5a7d675e4fca701
TVBS新闻台,p2p:// Generationnexxxt.com:19806/bb6082c57bae466b9e6c64ba43f2c1e1
ZLIVE频道,#类型#
翡翠台,zlive://38.114.114.155:6678/b79e039cf916301bdf2cd5003dcffcb8
TVB+频道,zlive://38.114.114.155:6678/fe32c69a556bb89480ea1f91c286a2f0
无线新闻台,zlive://38.114.114.155:6678/fe3d78b8702e7fee9619efdbeb15aa8a
HOY资讯台,zlive://38.114.114.155:6678/e46c3e599bb20155af257929176c87fd
现在新闻台,zlive://38.114.114.155:6678/2dc6788364645f38b1d41715b2e8be23
寰宇新闻台,zlive://38.114.114.155:6678/f359629dae2739a925b5a6d29a24832c
壹电视新闻台,zlive://38.114.114.155:6678/dc5b18a6891364897ca37be8cfeea966
三立新闻台,zlive://38.114.114.155:6678/27767bd0f4f07655f2764dcd2ee185d2
华视新闻台,zlive://38.114.114.155:6678/ea5f0f79cb0f7c500087f1ed09e1d66d
中天亚洲台,zlive://38.114.114.155:6678/52678b46eaf1d6c7ca62b440c923ed39
TVBS新闻台,zlive://38.114.114.155:6678/359f3aaab4814fea75f1972b14f5cc2d
东森新闻台,zlive://38.114.114.155:6678/efe3b6a9a907ca31508eb8637eade31e
中天新闻台,zlive://38.114.114.155:6678/83cb6093ac4fee708944e582c3741413
中视新闻台,zlive://38.114.114.155:6678/5a48fccb9f56d51330da753162e13853
现在体育英超1台,zlive://38.114.114.155:6678/cf7ab07b68361570dc961419105469c0
SPOTV 1,zlive://38.114.114.155:6678/7573550ce2f00077e861719c6ad34001
SPOTV2,zlive://38.114.114.155:6678/6bc36a5fa83441554f0458f483b87db0
卫视体育台 1,zlive://38.114.114.155:6678/7082201c64dda4c2fb8e0257a50f9fd5
卫视体育台 2,zlive://38.114.114.155:6678/82a50b3ac55471456ef35339343111a3
搏击体育，zlive://38.114.114.155:6678/5a6134cdb0701b5ebb6c2f27e95af2ae
莲花卫视,zlive://38.114.114.155:6678/6857ee9f1733dd3165dd938069ae15ec
现在星影台,zlive://38.114.114.155:6678/003f20232a0af63646db5ed350aadcfc
现在爆谷台,zlive://38.114.114.155:6678/1e4c5560fe858d265485cec9e47609ee
美亚电影台(粤),zlive://38.114.114.155:6678/f85b8124e71ac472eb3cfa0e16664039
美亚电影台 (国),zlive://38.114.114.155:6678/d2d0a78b6006363018a18723099792b4
HBO(粤),zlive://38.114.114.155:6678/32bcd2bcf47a5db4db7419fbc485a0e9
Cinemax,zlive://38.114.114.155:6678/967cb22aa344eb2c3e88a715fa122035
天映频道(粤),zlive://38.114.114.155:6678/23b807f42fb46d21c3e​​​​ff9656e26a77a
Celestial天映频道(国),zlive://38.114.114.155:6678/8d30cac1e593b2e82b2e894e31ddce98
CCM天映经典(粤),zlive://38.114.114.155:6678/dd54373672143f7f41c1fdf563d9bad6
CCM天映经典(国),zlive://38.114.114.155:6678/98aaa10c6345098ede9e3542ae585635
POPC电影频道,zlive://38.114.114.155:6678/5db3928bd38f723cc58096fde4a2cc08
龙华洋片台,zlive://38.114.114.155:6678/44bff0493f492bbfc7a2f2198d7eef32
好莱坞电影台,zlive://38.114.114.155:6678/c3c15b63d9624d42e614af56c8210aa0
东森洋片台,zlive://38.114.114.155:6678/2e4fb56374a111d3424b9d3918e8cf24
龙祥时代电影,zlive://38.114.114.155:6678/7c2197957dd6bd627992d665e6f48a4c
华纳电影台,zlive://38.114.114.155:6678/7fec3818bebc8c435268ed8cfdedd081
东森电影台,zlive://38.114.114.155:6678/77576c60e6c173c4efa4d34bed230d44
